"DSA1203 - Practical car test pass rates by age (17-25 year olds), year and DTC",,,,,,,,,,
,,,,,,,,,,
Time Period Captured,,2007/08,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Numbers / Per cent
,,Male tests,,,Female tests ,,,Total tests,,
,,Conducted,Passes,Pass rate (%),Conducted,Passes,Pass rate (%),Conducted,Passes,Pass rate (%)
,,,,,,,,,,
Aberdeen North (Bridge of Don),,,,,,,,,,
Newton Abbot,,,,,,,,,,
,17,1099,667,60.69153776,934,544,58.24411135,2033,1211,59.56714215
,18,469,243,51.81236674,631,288,45.64183835,1100,531,48.27272727
,19,202,115,56.93069307,263,126,47.90874525,465,241,51.82795699
,20,165,92,55.75757576,155,75,48.38709677,320,167,52.1875
,21,128,82,64.0625,122,65,53.27868852,250,147,58.8
,22,91,58,63.73626374,105,59,56.19047619,196,117,59.69387755
,23,69,40,57.97101449,103,47,45.63106796,172,87,50.58139535
,24,73,48,65.75342466,74,36,48.64864865,147,84,57.14285714
,25,76,41,53.94736842,67,33,49.25373134,143,74,51.74825175
Newton Stewart,,,,,,,,,,
,17,64,42,65.625,42,26,61.9047619,106,68,64.1509434
,18,30,17,56.66666667,9,4,44.44444444,39,21,53.84615385
,23,6,4,66.66666667,6,5,83.33333333,12,9,75
Newtown,,,,,,,,,,
,17,344,204,59.30232558,266,144,54.13533835,610,348,57.04918033
,18,97,60,61.8556701,127,62,48.81889764,224,122,54.46428571
,19,30,13,43.33333333,29,14,48.27586207,59,27,45.76271186
,20,10,6,60,10,7,70,20,13,65
,21,32,9,28.125,10,4,40,42,13,30.95238095
,22,13,8,61.53846154,23,7,30.43478261,36,15,41.66666667
,23,17,8,47.05882353,17,6,35.29411765,34,14,41.17647059
,24,7,2,28.57142857,16,7,43.75,23,9,39.13043478
,25,20,10,50,10,4,40,30,14,46.66666667
Norris Green,,,,,,,,,,
,17,981,447,45.56574924,571,252,44.13309982,1552,699,45.03865979
,18,949,424,44.67860906,804,378,47.01492537,1753,802,45.75014261
,19,669,294,43.94618834,587,271,46.1669506,1256,565,44.98407643
,20,388,166,42.78350515,482,229,47.51037344,870,395,45.40229885
,21,367,173,47.13896458,430,207,48.13953488,797,380,47.67879548
,22,327,181,55.35168196,376,187,49.73404255,703,368,52.34708393
,23,278,140,50.35971223,342,173,50.58479532,620,313,50.48387097
,24,246,136,55.28455285,264,124,46.96969697,510,260,50.98039216
,25,238,121,50.84033613,262,129,49.23664122,500,250,50
Northallerton,,,,,,,,,,
,17,629,415,65.97774245,627,340,54.22647528,1256,755,60.11146497
,18,246,131,53.25203252,250,121,48.4,496,252,50.80645161
,19,100,59,59,100,48,48,200,107,53.5
,20,80,41,51.25,80,37,46.25,160,78,48.75
,21,46,29,63.04347826,50,19,38,96,48,50
,22,53,26,49.05660377,75,33,44,128,59,46.09375
,23,40,22,55,53,21,39.62264151,93,43,46.23655914
,24,39,27,69.23076923,36,18,50,75,45,60
,25,31,19,61.29032258,34,13,38.23529412,65,32,49.23076923
Northampton,,,,,,,,,,
,17,1034,563,54.44874275,918,479,52.17864924,1952,1042,53.38114754
,18,664,335,50.45180723,709,323,45.55712271,1373,658,47.92425346
,19,272,141,51.83823529,379,159,41.9525066,651,300,46.08294931
,20,174,89,51.14942529,238,105,44.11764706,412,194,47.08737864
,21,175,102,58.28571429,204,91,44.60784314,379,193,50.92348285
,22,148,92,62.16216216,166,69,41.56626506,314,161,51.27388535
,23,153,85,55.55555556,174,79,45.40229885,327,164,50.1529052
,24,117,64,54.7008547,167,68,40.71856287,284,132,46.47887324
,25,105,60,57.14285714,148,80,54.05405405,253,140,55.33596838
Northwich,,,,,,,,,,
,17,863,512,59.32792584,754,421,55.83554377,1617,933,57.69944341
,18,344,182,52.90697674,396,188,47.47474747,740,370,50
,19,149,90,60.40268456,186,89,47.84946237,335,179,53.43283582
,20,69,35,50.72463768,78,38,48.71794872,147,73,49.65986395
,21,74,47,63.51351351,60,39,65,134,86,64.17910448
,22,69,41,59.42028986,55,25,45.45454545,124,66,53.22580645
,23,45,22,48.88888889,49,18,36.73469388,94,40,42.55319149
,24,53,26,49.05660377,28,16,57.14285714,81,42,51.85185185
,25,45,29,64.44444444,29,9,31.03448276,74,38,51.35135135
Nottingham (Chalfont Drive),,,,,,,,,,
,17,786,398,50.63613232,531,237,44.63276836,1317,635,48.21564161
,18,661,268,40.54462935,797,324,40.65244668,1458,592,40.60356653
,19,392,167,42.60204082,434,170,39.17050691,826,337,40.79903148
,20,284,109,38.38028169,284,104,36.61971831,568,213,37.5
,21,241,103,42.73858921,324,107,33.02469136,565,210,37.16814159
,22,226,97,42.92035398,332,118,35.54216867,558,215,38.53046595
,23,188,77,40.95744681,242,82,33.88429752,430,159,36.97674419
,24,129,58,44.96124031,224,73,32.58928571,353,131,37.11048159
,25,164,67,40.85365854,181,69,38.12154696,345,136,39.42028986
Nuneaton,,,,,,,,,,
,17,448,276,61.60714286,337,179,53.115727,785,455,57.96178344
,18,366,183,50,405,183,45.18518519,771,366,47.47081712
,19,165,87,52.72727273,176,76,43.18181818,341,163,47.80058651
,20,83,51,61.44578313,132,64,48.48484848,215,115,53.48837209
,21,77,35,45.45454545,105,40,38.0952381,182,75,41.20879121
,22,71,41,57.74647887,81,41,50.61728395,152,82,53.94736842
,23,62,39,62.90322581,79,32,40.50632911,141,71,50.35460993
,24,64,28,43.75,75,34,45.33333333,139,62,44.60431655
,25,53,26,49.05660377,62,29,46.77419355,115,55,47.82608696
Oban,,,,,,,,,,
,17,67,45,67.1641791,65,44,67.69230769,132,89,67.42424242
,18,24,15,62.5,16,10,62.5,40,25,62.5
,19,19,12,63.15789474,10,7,70,29,19,65.51724138
,20,8,5,62.5,10,4,40,18,9,50
,21,6,3,50,9,5,55.55555556,15,8,53.33333333
,22,6,3,50,9,5,55.55555556,15,8,53.33333333
Orkney,,,,,,,,,,
,17,81,62,76.54320988,75,43,57.33333333,156,105,67.30769231
,18,32,15,46.875,41,20,48.7804878,73,35,47.94520548
,19,11,8,72.72727273,10,1,10,21,9,42.85714286
,20,6,4,66.66666667,9,4,44.44444444,15,8,53.33333333
Oswestry,,,,,,,,,,
,17,316,197,62.34177215,264,159,60.22727273,580,356,61.37931034
,18,174,93,53.44827586,233,112,48.06866953,407,205,50.36855037
,19,73,43,58.90410959,121,55,45.45454545,194,98,50.51546392
,20,55,36,65.45454545,74,26,35.13513514,129,62,48.0620155
,21,42,27,64.28571429,67,38,56.71641791,109,65,59.63302752
,22,27,16,59.25925926,37,18,48.64864865,64,34,53.125
,23,14,7,50,56,23,41.07142857,70,30,42.85714286
,24,28,12,42.85714286,26,16,61.53846154,54,28,51.85185185
,25,19,14,73.68421053,32,12,37.5,51,26,50.98039216
Oxford (Cowley),,,,,,,,,,
,17,1154,582,50.43327556,1037,508,48.98746384,2191,1090,49.74897307
,18,695,330,47.48201439,738,378,51.2195122,1433,708,49.4068388
,19,325,175,53.84615385,341,152,44.57478006,666,327,49.0990991
,20,261,121,46.36015326,232,101,43.53448276,493,222,45.03042596
,21,224,114,50.89285714,216,92,42.59259259,440,206,46.81818182
,22,202,104,51.48514851,195,91,46.66666667,397,195,49.11838791
,23,246,120,48.7804878,196,93,47.44897959,442,213,48.19004525
,24,165,79,47.87878788,202,89,44.05940594,367,168,45.77656676
,25,186,98,52.68817204,139,70,50.35971223,325,168,51.69230769
Paisley,,,,,,,,,,
,17,721,360,49.93065187,448,221,49.33035714,1169,581,49.7005988
,18,528,213,40.34090909,581,220,37.86574871,1109,433,39.04418395
,19,287,128,44.59930314,362,131,36.1878453,649,259,39.90755008
,20,192,84,43.75,267,109,40.82397004,459,193,42.04793028
,21,170,78,45.88235294,181,78,43.09392265,351,156,44.44444444
,22,154,65,42.20779221,218,78,35.77981651,372,143,38.44086022
,23,115,65,56.52173913,179,58,32.40223464,294,123,41.83673469
,24,95,44,46.31578947,149,59,39.59731544,244,103,42.21311475
,25,114,51,44.73684211,135,51,37.77777778,249,102,40.96385542
Peebles,,,,,,,,,,
,17,57,31,54.38596491,59,29,49.15254237,116,60,51.72413793
,18,24,8,33.33333333,26,16,61.53846154,50,24,48
,19,15,9,60,10,3,30,25,12,48
,21,6,3,50,8,5,62.5,14,8,57.14285714
Pembroke Dock,,,,,,,,,,
,17,191,106,55.4973822,200,109,54.5,391,215,54.98721228
,18,88,43,48.86363636,101,47,46.53465347,189,90,47.61904762
,19,49,20,40.81632653,39,20,51.28205128,88,40,45.45454545
,20,28,12,42.85714286,27,13,48.14814815,55,25,45.45454545
,21,23,11,47.82608696,23,10,43.47826087,46,21,45.65217391
,22,13,9,69.23076923,18,6,33.33333333,31,15,48.38709677
,23,18,6,33.33333333,18,8,44.44444444,36,14,38.88888889
,24,14,8,57.14285714,16,10,62.5,30,18,60
,25,11,4,36.36363636,6,2,33.33333333,17,6,35.29411765
Penzance,,,,,,,,,,
,17,377,222,58.88594164,364,184,50.54945055,741,406,54.79082321
,18,154,69,44.80519481,211,84,39.81042654,365,153,41.91780822
,19,65,36,55.38461538,71,39,54.92957746,136,75,55.14705882
,20,63,40,63.49206349,51,23,45.09803922,114,63,55.26315789
,21,28,17,60.71428571,43,17,39.53488372,71,34,47.88732394
,22,40,22,55,37,14,37.83783784,77,36,46.75324675
,23,30,17,56.66666667,30,16,53.33333333,60,33,55
,24,27,12,44.44444444,29,12,41.37931034,56,24,42.85714286
,25,19,14,73.68421053,19,12,63.15789474,38,26,68.42105263
Perth,,,,,,,,,,
,17,305,150,49.18032787,153,79,51.63398693,458,229,50
,18,192,81,42.1875,158,68,43.03797468,350,149,42.57142857
,19,92,32,34.7826087,87,32,36.7816092,179,64,35.75418994
,20,53,29,54.71698113,45,23,51.11111111,98,52,53.06122449
,21,40,19,47.5,56,16,28.57142857,96,35,36.45833333
,22,32,16,50,50,25,50,82,41,50
,23,38,12,31.57894737,41,13,31.70731707,79,25,31.64556962
,24,17,9,52.94117647,31,12,38.70967742,48,21,43.75
,25,23,12,52.17391304,35,13,37.14285714,58,25,43.10344828
Peterhead,,,,,,,,,,
,17,331,198,59.81873112,270,131,48.51851852,601,329,54.74209651
,18,104,53,50.96153846,127,65,51.18110236,231,118,51.08225108
,19,52,28,53.84615385,48,23,47.91666667,100,51,51
,20,40,21,52.5,27,8,29.62962963,67,29,43.28358209
,21,22,9,40.90909091,31,13,41.93548387,53,22,41.50943396
,22,12,9,75,36,18,50,48,27,56.25
,23,29,18,62.06896552,24,11,45.83333333,53,29,54.71698113
,24,17,11,64.70588235,24,9,37.5,41,20,48.7804878
,25,15,7,46.66666667,9,4,44.44444444,24,11,45.83333333
Pinner,,,,,,,,,,
,17,1210,718,59.33884298,1014,555,54.73372781,2224,1273,57.23920863
,18,823,445,54.07047388,927,449,48.43581446,1750,894,51.08571429
,19,478,235,49.16317992,596,275,46.1409396,1074,510,47.48603352
,20,316,164,51.89873418,418,197,47.1291866,734,361,49.18256131
,21,259,133,51.35135135,351,156,44.44444444,610,289,47.37704918
,22,217,130,59.9078341,301,136,45.18272425,518,266,51.35135135
,23,228,128,56.14035088,277,125,45.12635379,505,253,50.0990099
,24,157,90,57.32484076,231,107,46.32034632,388,197,50.77319588
,25,201,111,55.2238806,240,96,40,441,207,46.93877551
Pitlochry,,,,,,,,,,
,17,7,5,71.42857143,13,7,53.84615385,20,12,60
Pontefract,,,,,,,,,,
,17,759,431,56.78524374,535,258,48.22429907,1294,689,53.24574961
,18,591,276,46.70050761,725,318,43.86206897,1316,594,45.13677812
,19,292,134,45.89041096,305,132,43.27868852,597,266,44.5561139
,20,181,86,47.51381215,224,90,40.17857143,405,176,43.45679012
,21,155,82,52.90322581,186,84,45.16129032,341,166,48.68035191
,22,130,63,48.46153846,183,72,39.3442623,313,135,43.13099042
,23,125,59,47.2,130,52,40,255,111,43.52941176
,24,83,45,54.21686747,115,56,48.69565217,198,101,51.01010101
,25,62,31,50,99,38,38.38383838,161,69,42.85714286
Pontypridd,,,,,,,,,,
,17,1006,588,58.44930417,826,414,50.12106538,1832,1002,54.69432314
,18,433,242,55.8891455,518,255,49.22779923,951,497,52.26077813
,19,185,79,42.7027027,265,115,43.39622642,450,194,43.11111111
,20,131,68,51.90839695,174,95,54.59770115,305,163,53.44262295
,21,122,63,51.63934426,141,76,53.90070922,263,139,52.85171103
,22,101,58,57.42574257,124,56,45.16129032,225,114,50.66666667
,23,102,59,57.84313725,87,43,49.42528736,189,102,53.96825397
,24,76,41,53.94736842,112,51,45.53571429,188,92,48.93617021
,25,72,41,56.94444444,82,38,46.34146341,154,79,51.2987013
Portsmouth,,,,,,,,,,
,17,1294,632,48.84080371,1058,544,51.41776938,2352,1176,50
,18,718,336,46.79665738,797,356,44.66750314,1515,692,45.67656766
,19,437,197,45.08009153,433,191,44.1108545,870,388,44.59770115
,20,303,153,50.4950495,346,139,40.1734104,649,292,44.99229584
,21,232,117,50.43103448,243,106,43.62139918,475,223,46.94736842
,22,187,108,57.7540107,250,113,45.2,437,221,50.57208238
,23,150,73,48.66666667,203,89,43.84236453,353,162,45.89235127
,24,152,80,52.63157895,164,62,37.80487805,316,142,44.93670886
,25,151,72,47.68211921,149,71,47.65100671,300,143,47.66666667
Preston,,,,,,,,,,
,17,1219,673,55.20918786,901,495,54.93895671,2120,1168,55.09433962
,18,528,293,55.49242424,705,332,47.09219858,1233,625,50.68937551
,19,265,144,54.33962264,380,175,46.05263158,645,319,49.45736434
,20,212,113,53.30188679,268,125,46.64179104,480,238,49.58333333
,21,181,105,58.01104972,259,108,41.6988417,440,213,48.40909091
,22,196,96,48.97959184,212,101,47.64150943,408,197,48.28431373
,23,176,82,46.59090909,207,91,43.96135266,383,173,45.16971279
,24,134,72,53.73134328,179,76,42.45810056,313,148,47.28434505
,25,119,62,52.10084034,136,54,39.70588235,255,116,45.49019608
Pwllheli,,,,,,,,,,
,17,204,121,59.31372549,170,93,54.70588235,374,214,57.21925134
,18,49,28,57.14285714,66,35,53.03030303,115,63,54.7826087
,19,18,9,50,45,23,51.11111111,63,32,50.79365079
,20,10,6,60,23,8,34.7826087,33,14,42.42424242
,21,16,10,62.5,11,7,63.63636364,27,17,62.96296296
,22,6,6,100,12,5,41.66666667,18,11,61.11111111
,23,8,4,50,20,9,45,28,13,46.42857143
Reading,,,,,,,,,,
,17,1523,837,54.95732108,1498,805,53.73831776,3021,1642,54.35286329
,18,809,422,52.1631644,873,385,44.10080183,1682,807,47.97859691
,19,390,172,44.1025641,415,179,43.13253012,805,351,43.60248447
,20,290,148,51.03448276,288,131,45.48611111,578,279,48.26989619
,21,220,103,46.81818182,245,119,48.57142857,465,222,47.74193548
,22,206,103,50,206,99,48.05825243,412,202,49.02912621
,23,212,103,48.58490566,202,101,50,414,204,49.27536232
,24,217,101,46.5437788,210,94,44.76190476,427,195,45.66744731
,25,202,88,43.56435644,182,75,41.20879121,384,163,42.44791667
Redditch,,,,,,,,,,
,17,594,280,47.13804714,474,218,45.99156118,1068,498,46.62921348
,18,346,152,43.93063584,507,209,41.22287968,853,361,42.32121923
,19,159,70,44.02515723,248,90,36.29032258,407,160,39.31203931
,20,125,64,51.2,135,45,33.33333333,260,109,41.92307692
,21,107,46,42.99065421,85,32,37.64705882,192,78,40.625
,22,53,24,45.28301887,89,32,35.95505618,142,56,39.43661972
,23,90,35,38.88888889,88,31,35.22727273,178,66,37.07865169
,24,68,32,47.05882353,94,37,39.36170213,162,69,42.59259259
,25,39,19,48.71794872,79,20,25.3164557,118,39,33.05084746
Reigate,,,,,,,,,,
,17,800,443,55.375,710,383,53.94366197,1510,826,54.70198675
,18,371,194,52.29110512,363,168,46.28099174,734,362,49.31880109
,19,155,79,50.96774194,130,73,56.15384615,285,152,53.33333333
,20,108,58,53.7037037,75,37,49.33333333,183,95,51.91256831
,21,67,39,58.20895522,94,44,46.80851064,161,83,51.55279503
,22,54,32,59.25925926,75,34,45.33333333,129,66,51.1627907
,23,60,31,51.66666667,54,27,50,114,58,50.87719298
,24,53,24,45.28301887,71,30,42.25352113,124,54,43.5483871
,25,44,24,54.54545455,50,18,36,94,42,44.68085106
Rhyl,,,,,,,,,,
,17,435,171,39.31034483,334,124,37.1257485,769,295,38.36150845
,18,280,111,39.64285714,349,118,33.81088825,629,229,36.40699523
,19,136,49,36.02941176,137,50,36.49635036,273,99,36.26373626
,20,56,23,41.07142857,112,35,31.25,168,58,34.52380952
,21,67,29,43.28358209,79,22,27.84810127,146,51,34.93150685
,22,77,29,37.66233766,84,25,29.76190476,161,54,33.54037267
,23,71,27,38.02816901,72,17,23.61111111,143,44,30.76923077
,24,61,24,39.3442623,60,17,28.33333333,121,41,33.88429752
,25,43,18,41.86046512,50,17,34,93,35,37.6344086
Rochdale,,,,,,,,,,
,17,759,352,46.37681159,564,236,41.84397163,1323,588,44.44444444
,18,633,263,41.54818325,651,223,34.25499232,1284,486,37.85046729
,19,329,139,42.24924012,420,150,35.71428571,749,289,38.58477971
,20,249,105,42.1686747,297,100,33.67003367,546,205,37.54578755
,21,182,90,49.45054945,252,82,32.53968254,434,172,39.63133641
,22,150,61,40.66666667,193,76,39.37823834,343,137,39.94169096
,23,164,72,43.90243902,154,58,37.66233766,318,130,40.88050314
,24,115,53,46.08695652,207,61,29.46859903,322,114,35.40372671
,25,148,63,42.56756757,152,44,28.94736842,300,107,35.66666667
Rotherham,,,,,,,,,,
,17,720,336,46.66666667,394,171,43.40101523,1114,507,45.51166966
,18,530,212,40,605,219,36.19834711,1135,431,37.97356828
,19,255,112,43.92156863,323,112,34.6749226,578,224,38.75432526
,20,131,52,39.69465649,215,80,37.20930233,346,132,38.15028902
,21,142,61,42.95774648,157,48,30.57324841,299,109,36.4548495
,22,121,54,44.62809917,135,52,38.51851852,256,106,41.40625
,23,77,29,37.66233766,142,47,33.09859155,219,76,34.70319635
,24,106,42,39.62264151,130,35,26.92307692,236,77,32.62711864
,25,66,29,43.93939394,121,39,32.23140496,187,68,36.36363636
Rothesay,,,,,,,,,,
,17,19,8,42.10526316,8,7,87.5,27,15,55.55555556
,18,16,7,43.75,11,5,45.45454545,27,12,44.44444444
Rugby,,,,,,,,,,
,17,428,253,59.11214953,305,158,51.80327869,733,411,56.07094134
,18,241,126,52.28215768,282,142,50.35460993,523,268,51.24282983
,19,102,52,50.98039216,122,61,50,224,113,50.44642857
,20,76,36,47.36842105,91,37,40.65934066,167,73,43.71257485
,21,65,29,44.61538462,65,36,55.38461538,130,65,50
,22,60,31,51.66666667,54,32,59.25925926,114,63,55.26315789
,23,39,23,58.97435897,58,22,37.93103448,97,45,46.39175258
,24,31,18,58.06451613,56,23,41.07142857,87,41,47.12643678
,25,45,19,42.22222222,40,14,35,85,33,38.82352941
Sale,,,,,,,,,,
,17,869,474,54.54545455,735,337,45.85034014,1604,811,50.56109726
,18,504,231,45.83333333,572,247,43.18181818,1076,478,44.42379182
,19,225,116,51.55555556,247,119,48.17813765,472,235,49.78813559
,20,157,75,47.77070064,173,80,46.24277457,330,155,46.96969697
,21,174,98,56.32183908,198,77,38.88888889,372,175,47.04301075
,22,124,61,49.19354839,164,63,38.41463415,288,124,43.05555556
,23,118,57,48.30508475,184,76,41.30434783,302,133,44.0397351
,24,110,54,49.09090909,162,64,39.50617284,272,118,43.38235294
,25,84,48,57.14285714,117,55,47.00854701,201,103,51.24378109
Salisbury,,,,,,,,,,
,17,516,292,56.58914729,503,265,52.68389662,1019,557,54.66143278
,18,318,143,44.96855346,322,167,51.86335404,640,310,48.4375
,19,148,70,47.2972973,161,74,45.96273292,309,144,46.60194175
,20,86,43,50,85,47,55.29411765,171,90,52.63157895
,21,61,38,62.29508197,53,23,43.39622642,114,61,53.50877193
,22,75,39,52,65,34,52.30769231,140,73,52.14285714
,23,37,22,59.45945946,54,19,35.18518519,91,41,45.05494505
,24,56,27,48.21428571,59,19,32.20338983,115,46,40
,25,31,15,48.38709677,52,20,38.46153846,83,35,42.1686747
Scarborough,,,,,,,,,,
,17,337,202,59.94065282,256,128,50,593,330,55.64924115
,18,151,78,51.65562914,195,89,45.64102564,346,167,48.26589595
,19,78,36,46.15384615,95,43,45.26315789,173,79,45.66473988
,20,54,28,51.85185185,63,22,34.92063492,117,50,42.73504274
,21,48,24,50,57,19,33.33333333,105,43,40.95238095
,22,36,18,50,40,20,50,76,38,50
,23,41,21,51.2195122,45,23,51.11111111,86,44,51.1627907
,24,28,17,60.71428571,42,15,35.71428571,70,32,45.71428571
,25,34,20,58.82352941,49,15,30.6122449,83,35,42.1686747
Scunthorpe,,,,,,,,,,
,17,211,130,61.61137441,118,63,53.38983051,329,193,58.66261398
,18,92,46,50,113,52,46.01769912,205,98,47.80487805
,19,23,14,60.86956522,44,12,27.27272727,67,26,38.80597015
,20,24,10,41.66666667,25,9,36,49,19,38.7755102
,21,31,18,58.06451613,29,20,68.96551724,60,38,63.33333333
,22,27,13,48.14814815,23,8,34.7826087,50,21,42
,23,14,5,35.71428571,23,7,30.43478261,37,12,32.43243243
,24,13,5,38.46153846,21,9,42.85714286,34,14,41.17647059
,25,12,8,66.66666667,16,6,37.5,28,14,50
Sevenoaks,,,,,,,,,,
,17,782,401,51.27877238,739,362,48.98511502,1521,763,50.16436555
,18,366,149,40.71038251,426,193,45.30516432,792,342,43.18181818
,19,132,59,44.6969697,150,62,41.33333333,282,121,42.90780142
,20,87,40,45.97701149,98,42,42.85714286,185,82,44.32432432
,21,67,31,46.26865672,101,37,36.63366337,168,68,40.47619048
,22,60,25,41.66666667,50,21,42,110,46,41.81818182
,23,53,29,54.71698113,55,22,40,108,51,47.22222222
,24,47,17,36.17021277,41,19,46.34146341,88,36,40.90909091
,25,44,22,50,30,9,30,74,31,41.89189189
Sheffield (Middlewood Road),,,,,,,,,,
,17,648,376,58.02469136,401,227,56.6084788,1049,603,57.48331745
,18,520,266,51.15384615,604,298,49.33774834,1124,564,50.17793594
,19,274,147,53.64963504,323,156,48.29721362,597,303,50.75376884
,20,204,107,52.45098039,219,102,46.57534247,423,209,49.40898345
,21,182,104,57.14285714,253,117,46.24505929,435,221,50.8045977
,22,147,83,56.46258503,227,106,46.69603524,374,189,50.53475936
,23,137,81,59.12408759,183,85,46.44808743,320,166,51.875
,24,148,79,53.37837838,155,71,45.80645161,303,150,49.5049505
,25,126,69,54.76190476,103,40,38.83495146,229,109,47.59825328
Shrewsbury,,,,,,,,,,
,17,601,326,54.24292845,473,250,52.85412262,1074,576,53.63128492
,18,263,128,48.66920152,305,135,44.26229508,568,263,46.3028169
,19,112,63,56.25,119,61,51.2605042,231,124,53.67965368
,20,58,32,55.17241379,56,27,48.21428571,114,59,51.75438596
,21,43,23,53.48837209,64,24,37.5,107,47,43.92523364
,22,42,22,52.38095238,75,24,32,117,46,39.31623932
,23,49,24,48.97959184,59,28,47.45762712,108,52,48.14814815
,24,33,16,48.48484848,47,17,36.17021277,80,33,41.25
,25,36,18,50,60,22,36.66666667,96,40,41.66666667
Sidcup,,,,,,,,,,
,17,795,410,51.57232704,647,272,42.04018547,1442,682,47.29542302
,18,453,217,47.90286976,401,153,38.15461347,854,370,43.32552693
,19,234,107,45.72649573,242,98,40.49586777,476,205,43.06722689
,20,193,88,45.59585492,174,68,39.08045977,367,156,42.50681199
,21,166,74,44.57831325,154,62,40.25974026,320,136,42.5
,22,123,60,48.7804878,107,38,35.51401869,230,98,42.60869565
,23,115,56,48.69565217,118,39,33.05084746,233,95,40.77253219
,24,116,51,43.96551724,78,29,37.17948718,194,80,41.2371134
,25,115,60,52.17391304,97,30,30.92783505,212,90,42.45283019
Skegness,,,,,,,,,,
,17,241,152,63.07053942,234,123,52.56410256,475,275,57.89473684
,18,86,45,52.3255814,130,68,52.30769231,216,113,52.31481481
,19,47,32,68.08510638,69,39,56.52173913,116,71,61.20689655
,20,35,17,48.57142857,41,22,53.65853659,76,39,51.31578947
,21,27,17,62.96296296,38,19,50,65,36,55.38461538
,22,21,18,85.71428571,28,13,46.42857143,49,31,63.26530612
,23,22,15,68.18181818,22,12,54.54545455,44,27,61.36363636
,24,12,8,66.66666667,13,5,38.46153846,25,13,52
,25,7,6,85.71428571,19,10,52.63157895,26,16,61.53846154
Skipton,,,,,,,,,,
,17,607,336,55.35420099,461,227,49.24078091,1068,563,52.71535581
,18,282,129,45.74468085,355,149,41.97183099,637,278,43.64207221
,19,90,43,47.77777778,115,49,42.60869565,205,92,44.87804878
,20,48,24,50,56,30,53.57142857,104,54,51.92307692
,21,64,27,42.1875,60,20,33.33333333,124,47,37.90322581
,22,48,25,52.08333333,52,16,30.76923077,100,41,41
,23,50,27,54,52,21,40.38461538,102,48,47.05882353
,24,41,18,43.90243902,57,22,38.59649123,98,40,40.81632653
,25,23,11,47.82608696,34,11,32.35294118,57,22,38.59649123
Slough,,,,,,,,,,
,17,1044,635,60.82375479,840,504,60,1884,1139,60.45647558
,18,656,361,55.0304878,638,298,46.70846395,1294,659,50.92735703
,19,301,161,53.48837209,354,171,48.30508475,655,332,50.6870229
,20,198,120,60.60606061,273,111,40.65934066,471,231,49.04458599
,21,190,104,54.73684211,207,101,48.79227053,397,205,51.6372796
,22,155,91,58.70967742,199,91,45.72864322,354,182,51.41242938
,23,143,81,56.64335664,179,82,45.81005587,322,163,50.62111801
,24,156,90,57.69230769,206,76,36.89320388,362,166,45.85635359
,25,185,89,48.10810811,191,79,41.36125654,376,168,44.68085106
South Norwood,,,,,,,,,,
,17,260,117,45,138,49,35.50724638,398,166,41.70854271
,18,262,104,39.69465649,266,104,39.09774436,528,208,39.39393939
,19,199,81,40.70351759,236,69,29.23728814,435,150,34.48275862
,20,199,74,37.18592965,178,68,38.20224719,377,142,37.66578249
,21,159,66,41.50943396,171,56,32.74853801,330,122,36.96969697
,22,128,57,44.53125,152,53,34.86842105,280,110,39.28571429
,23,108,51,47.22222222,146,49,33.56164384,254,100,39.37007874
,24,114,59,51.75438596,159,61,38.36477987,273,120,43.95604396
,25,117,46,39.31623932,159,53,33.33333333,276,99,35.86956522
South Shields,,,,,,,,,,
,17,593,309,52.1079258,422,191,45.26066351,1015,500,49.26108374
,18,372,172,46.23655914,416,181,43.50961538,788,353,44.79695431
,19,258,115,44.57364341,242,95,39.25619835,500,210,42
,20,161,75,46.58385093,204,84,41.17647059,365,159,43.56164384
,21,123,70,56.91056911,201,95,47.26368159,324,165,50.92592593
,22,119,54,45.37815126,127,55,43.30708661,246,109,44.30894309
,23,93,45,48.38709677,121,47,38.84297521,214,92,42.99065421
,24,91,50,54.94505495,114,44,38.59649123,205,94,45.85365854
,25,69,40,57.97101449,96,49,51.04166667,165,89,53.93939394
Southampton (Forest Hills),,,,,,,,,,
,17,978,485,49.59100204,824,393,47.69417476,1802,878,48.7236404
,18,576,256,44.44444444,622,286,45.9807074,1198,542,45.24207012
,19,274,129,47.08029197,349,148,42.40687679,623,277,44.46227929
,20,180,84,46.66666667,199,84,42.21105528,379,168,44.32717678
,21,168,93,55.35714286,146,55,37.67123288,314,148,47.13375796
,22,150,82,54.66666667,182,74,40.65934066,332,156,46.98795181
,23,113,53,46.90265487,151,75,49.66887417,264,128,48.48484848
,24,115,52,45.2173913,116,55,47.4137931,231,107,46.32034632
,25,94,48,51.06382979,109,42,38.53211009,203,90,44.33497537
Southampton (Maybush),,,,,,,,,,
,17,1200,673,56.08333333,989,527,53.28614762,2189,1200,54.81955231
,18,604,265,43.87417219,668,316,47.30538922,1272,581,45.67610063
,19,313,156,49.84025559,374,170,45.45454545,687,326,47.45269287
,20,219,101,46.11872146,172,93,54.06976744,391,194,49.61636829
,21,168,83,49.4047619,173,81,46.82080925,341,164,48.09384164
,22,184,95,51.63043478,162,61,37.65432099,346,156,45.0867052
,23,156,72,46.15384615,160,70,43.75,316,142,44.93670886
,24,151,62,41.05960265,134,65,48.50746269,285,127,44.56140351
